file_name,split,decision,missed_count,notes
DSC_0142_JPG.rf.b8b6aaf5e31814ee6add39a8fc306133.jpg,test,all_visible_annotated,0,
sultana_108_jpg.rf.fbc97734d40bac2130bd146ec6be2125.jpg,train,all_visible_annotated,0,
EF68BF65-1DD1-429C-82B0-4D50B5783D52_1_105_c_jpeg.rf.109cf26c04f3e93c7e4e51fe8ae2ea46.jpg,valid,all_visible_annotated,0,
DSC05771_JPG.rf.14929cb5bcbab9efc80dd456285e1e3c.jpg,train,all_visible_annotated,0,
el_calvario_080_jpg.rf.71da5352701af4ab28e4c1c133f3b18b.jpg,train,all_visible_annotated,0,
sultana_127_jpg.rf.4b6f8f52abb38fe94e141c06555914a8.jpg,train,all_visible_annotated,0,
sultana_206_jpg.rf.c72552159d14a7260fb1844be6cfad97.jpg,train,bibs_missed,1,prolly unreadeable anyway
_MG_5228_jpg.rf.756023b85abf6fae556d9373b893a674.jpg,valid,bibs_missed,1,
el_calvario_072_jpg.rf.a8c4d47cf794a55b8dd2f1aff5aef2ec.jpg,train,all_visible_annotated,0,
35_jpg.rf.7b31bfe8668f624af13368dac51b0470.jpg,valid,all_visible_annotated,0,
el_calvario_004_jpg.rf.4881648294045d0f4bfbb6217be16a50.jpg,valid,all_visible_annotated,0,
2B0B6A98-CF20-43DD-87D1-44E685091F51_1_105_c_jpeg.rf.63aaf05d3703a471d2879c08e06dd8b0.jpg,train,all_visible_annotated,0,
sultana_148_jpg.rf.f4c08ce9002d85b440bb192984de41ed.jpg,train,all_visible_annotated,0,
_MG_5478_jpg.rf.969e4eb31440a484ac34d3a1902be613.jpg,valid,bibs_missed,1,
el_calvario_002_jpg.rf.d064cdc306f4a6d4a1c9daa0ceb1a40b.jpg,valid,all_visible_annotated,0,
sultana_142_jpg.rf.f7d5c85a8ddf65bcb7bf8517e8252d09.jpg,train,all_visible_annotated,0,
el_calvario_043_jpg.rf.80a817b1c6a6294aee81ed6aabd3dec7.jpg,train,all_visible_annotated,0,
el_calvario_005_jpg.rf.48359dbf3a33af3816bd65a916a9f241.jpg,train,all_visible_annotated,0,
el_calvario_097_jpg.rf.4f93aa26078aa935868333de940f8701.jpg,train,all_visible_annotated,0,
sultana_195_jpg.rf.b23e4178e0a464750b8f7c33aaa74a89.jpg,train,all_visible_annotated,0,
sultana_156_jpg.rf.397cedbbb8b4e5a31a9ea40d58f566fa.jpg,train,all_visible_annotated,0,
sultana_145_jpg.rf.ce4d3e6cd45a04c0d65afe4ed265edfa.jpg,train,all_visible_annotated,0,
22_jpg.rf.93650e55a883984fbe56ff87c772ee0f.jpg,train,all_visible_annotated,0,
DSC05546_JPG.rf.882be95b4d99048ce3a5a55f07b34643.jpg,train,bibs_missed,1,
DSC05411_jpg.rf.6d83306fa073106355ac5b0ec386cedf.jpg,train,all_visible_annotated,0,
DSC05420_jpg.rf.105d34c560f6e0ebec3c4407f1a2fb9a.jpg,train,bibs_missed,1,
DSC05183_JPG.rf.f55089696eb2203352a465a2c9e52d24.jpg,train,bibs_missed,1,
DSC05178_JPG.rf.cb72073d86dc1a809ddf1b641fdedb58.jpg,train,all_visible_annotated,0,
DSC01853_JPG.rf.bf8e5db110f5c6f3e55f1dbdc3bd30c5.jpg,train,all_visible_annotated,0,
DSC01821_JPG.rf.baf2202e0e110ea5adcfa761392be0eb.jpg,train,all_visible_annotated,0,
sultana_173_jpg.rf.08ac600254e53ad861f44dce5d12939a.jpg,train,all_visible_annotated,0,
DSC01928_JPG.rf.5aff86ae17c4abc400aab3b540d6c788.jpg,train,bibs_missed,1,
DSC03600_JPG.rf.0ed97fd34a06b36dbdd532146711c78f.jpg,train,all_visible_annotated,0,
962D6CEE-1A47-418C-8CE2-2EEBE44F762D_1_105_c_jpeg.rf.fbc0d944a90336d9b2d173ecc9455f5e.jpg,valid,all_visible_annotated,0,
34_jpg.rf.b2701b96e49f376d46f52e5ba5b912b6.jpg,valid,all_visible_annotated,0,
DSC_0335_JPG.rf.83224b7d951fae62271f710932640daf.jpg,valid,bibs_missed,1,
sultana_112_jpg.rf.86c53f535a1c39c31b9de664557dca61.jpg,valid,all_visible_annotated,0,
el_calvario_054_jpg.rf.67788310c90fdc7a0b72f547f2d960a7.jpg,valid,all_visible_annotated,0,
9643EDB6-E8F7-4F88-B1A8-F2D28899B44B_1_105_c_jpeg.rf.76770ed642f72f8b4bb9d08f52506cfc.jpg,valid,all_visible_annotated,0,
DSC05485_JPG.rf.2340d7761370585ff1ce4167697bb497.jpg,valid,bibs_missed,1,
DSC_0027_JPG.rf.63499cb3b59e11688305e597156e5457.jpg,valid,all_visible_annotated,0,
el_calvario_079_jpg.rf.40975de506e8a4c550867d319eee19fb.jpg,valid,all_visible_annotated,0,
DSC05774_JPG.rf.c4b1a90e8d35aa4309b5aeaad082c4f6.jpg,valid,bibs_missed,1,
sultana_104_jpg.rf.1e34b807678cd14a0e8956a7584f7e1f.jpg,train,all_visible_annotated,0,
sultana_149_jpg.rf.880abfbcf3457ee7781f091f0b38e40b.jpg,train,all_visible_annotated,0,
40D3BB8E-21F2-4E5D-8027-493FA1C03133_1_105_c_jpeg.rf.26d590aa3c2498add19892dadec7aca2.jpg,train,all_visible_annotated,0,
DSC01900_JPG.rf.bf18a24efee9e42bad128353949d2a01.jpg,train,all_visible_annotated,0,
sultana_140_jpg.rf.f7acbac306d80fbbb10d010becc53c82.jpg,train,all_visible_annotated,0,
DSC01950_JPG.rf.7d80680f66f66bd52943fe5e44666f18.jpg,train,bibs_missed,1,
sultana_198_jpg.rf.ce9134cf01bc7be1d4f903d3ec7c9e50.jpg,train,all_visible_annotated,0,
DSC_0580_JPG.rf.f773e5defed063ed5547c6e67ee851a4.jpg,train,all_visible_annotated,0,
DSC01818_JPG.rf.5f73259bad33746ec56a8bad2d4efa71.jpg,train,all_visible_annotated,0,
DSC01901_JPG.rf.2d81e659f7205eb4f0a418c5ab97e46f.jpg,train,all_visible_annotated,0,
DSC05336_JPG.rf.6fe6de5b52c80daf6d5a98aad74dc27f.jpg,train,bibs_missed,1,
el_calvario_094_jpg.rf.9bc8007d893cd4b97b88db85adfe24d4.jpg,train,all_visible_annotated,0,
A065D031-4464-4ADC-BFD0-C8D937A8AD8A_1_105_c_jpeg.rf.4baf28243034a7b107d1316ba0cfc9b8.jpg,valid,all_visible_annotated,0,
DSC03565_JPG.rf.bf37fc6dec80a9eabdf4ecdd4e7db74d.jpg,train,all_visible_annotated,0,
E1F66B82-2040-4A93-ADAD-543BDAEA2DB4_jpeg.rf.eb1d6220617446f20a8a1bf82162c8a7.jpg,train,all_visible_annotated,0,
el_calvario_074_jpg.rf.2be9348c475da56591eeec1bc4576d16.jpg,train,all_visible_annotated,0,
_MG_5463_jpg.rf.84fe9bf65f2f9351d3599474cda2cc66.jpg,train,all_visible_annotated,0,
sultana_155_jpg.rf.bc111272966c14755888757292607671.jpg,train,all_visible_annotated,0,
el_calvario_001_jpg.rf.a2f05472bc5628263f68064e97cbe4a8.jpg,train,all_visible_annotated,0,
sultana_171_jpg.rf.d3f307a0f6e7dee7621df1ce26ee2ef3.jpg,train,all_visible_annotated,0,
DSC05323_JPG.rf.dee52850c1e788c1b5cd3d383bc86bef.jpg,train,all_visible_annotated,0,
sultana_190_jpg.rf.3dbbbf8180260840df508af508ecb840.jpg,train,all_visible_annotated,0,
sultana_151_jpg.rf.d4f683c7416b9814c8ae7e70c6b61c20.jpg,valid,all_visible_annotated,0,
DSC_0120_JPG.rf.d98b2dc13bf91cb9cfd1a9d37bd57248.jpg,train,all_visible_annotated,0,
_MG_5313_jpg.rf.f5f806c9cae49b1829907c369d8cd159.jpg,test,bibs_missed,1,
6BF2CAB5-8FCE-4C43-9D8B-70D6732B2E58_1_105_c_jpeg.rf.7113ba1c0a1677674acf12695ed86890.jpg,test,all_visible_annotated,0,
sultana_166_jpg.rf.539911705f291743ef6a3547a901c32c.jpg,test,all_visible_annotated,0,
sultana_158_jpg.rf.06eb98689689fd1cd3b5c54ab971b50f.jpg,test,all_visible_annotated,0,
B857CEB6-E8F9-498C-B11A-975DD6B02FBB_1_105_c_jpeg.rf.0eae25a8c252bbbe4fe34da2b1131cec.jpg,test,all_visible_annotated,0,
